,AV,Cmp%,DOB,End_Year,FF,FGA,FGM,FantPt,G,GS,Int,Player,Pos,QBrec,Rec,Ret,Rt,Rush,Sk,Start_Year,TD,Tkl,XPA,XPM,Y/A,Y/R,Yds,Draft_Pick,Draft_Round,Draft_Year,position_group,injured_pct
1662,38,,1984-08-12,2016,,,,670.5,159,,,Delanie Walker,TE,,405,,,,,2006,31,,,,,11.9,4814,175,6,2008,TE,0.06
1663,0,,1988-04-25,2010,,,,,6,,,Keaton Kristick,LB,,,,,,,2010,,,,,,,,,,,LB,0.06
1665,3,,1984-10-12,2010,,,,30.0,39,,,Gijon Robinson,TE,,31,,,,,2008,1,,,,,7.7,240,,,,TE,0.09
1666,5,,1989-09-21,2015,,,,,47,,2,Jaiquawn Jarrett,DB,,,,,,,2011,0,,,,,,10,54,2,2008,DB,0.09
1667,82,,1985-09-23,2016,,,,1532.9,126,,,Chris Johnson,RB,,,,38,2118,,2008,55,,,,4.5,,9537,24,1,2008,RB,0.15
1668,17,,1985-05-20,2012,,,,296.6,59,,,Laurent Robinson,WR,,167,,,,,2007,15,,,,,12.6,2110,75,3,2008,WR,0.39
1669,53,,1982-11-15,2010,,,,,84,,10,Lofa Tatupu,LB,,,,,,,2005,2,,,,,,232,45,2,2008,LB,0.34
1670,40,,1986-01-23,2016,,,,,116,,17,Dwight Lowery,DB,,,,,,,2008,3,,,,,,317,113,4,2008,DB,0.25
1671,19,,1980-05-29,2012,1,,,,117,,,Nick Eason,DT,,,,,,7.0,2004,,83,,,,,,,,,DL,0.0
1672,14,,1988-06-27,2014,0,,,,38,,,Miles Burris,OLB,,,,,,1.5,2012,,142,,,,,,129,4,2008,LB,0.21
1673,36,59.1,1979-07-04,2016,,,,835.1,82,,69,Josh McCown,QB,18-42-0,,,,,,2002,79,,,,6.7,,14242,81,3,2008,QB,0.48
1674,2,,1980-07-05,2013,,,,37.2,131,,,Ben Hartsock,TE,,31,,,,,2004,1,,,,,10.1,312,68,3,2008,TE,0.06
1675,84,,1986-05-14,2016,13,,,,158,,,Lawrence Timmons,LB,,,,,,35.5,2007,,680,,,,,,15,1,2008,LB,0.04
1676,2,,1990-07-08,2014,,,,,22,2,,Garrett Gilkey,OG,,,,,,,2013,,,,,,,,227,7,2008,OL,0.06
1677,3,,1992-08-11,2016,0,,,,37,,,Daniel McCullers,DT,,,,,,1.5,2014,,15,,,,,,215,6,2008,DL,0.19
1678,12,,1991-10-11,2016,,,,,31,31,,Joel Bitonio,OT,,,,,,,2014,,,,,,,,35,2,2008,OL,0.53
1679,55,,1978-12-23,2011,5,,,,143,,,Andra Davis,LB,,,,,,12.0,2002,,539,,,,,,141,5,2008,LB,0.62
1680,0,,1992-09-23,2016,,,,,5,,,D'Joun Smith,CB,,,,,,,2015,,,,,,,,65,3,2008,DB,0.75
1681,9,,1990-07-13,2015,,,,,64,,,Brandon Boykin,CB,,,,54,,,2012,0,,,,,,1242,123,4,2008,DB,0.2
1682,55,,1983-10-13,2014,8,,,,140,,,Kamerion Wimbley,DE,,,,,,53.5,2006,,322,,,,,,13,1,2008,DL,0.06
1683,33,,1983-12-14,2015,8,,,,96,,,Jeremy Mincey,DE,,,,,,26.0,2007,,158,,,,,,,,,DL,0.07
1684,51,,1986-10-15,2016,7,,,,113,,,Connor Barwin,DE,,,,,,50.5,2009,,240,,,,,,46,2,2008,DL,0.16
1686,11,,1984-10-29,2010,,,,,44,28,,Mario Henderson,DT,,,,,,,2007,,,,,,,,91,3,2008,DL,0.0
1687,53,,1980-03-16,2012,,,,848.0,145,,,Todd Heap,TE,,499,,,,,2001,42,,,,,11.8,5869,31,1,2008,TE,0.28
1688,73,,1983-04-25,2016,,,,1426.2,142,,,DeAngelo Williams,RB,,,,,1730,,2006,61,,,,4.7,,8096,27,1,2008,RB,0.28
1689,151,,1978-06-22,2013,,,,,215,,52,Champ Bailey,DB,,,,,,,1999,4,,,,,,464,,,,DB,0.23
1691,30,,1982-10-14,2011,6,,,,96,,,Matt Roth,DE,,,,,,23.5,2005,,216,,,,,,46,2,2008,DL,0.27
1692,15,,1992-04-21,2016,,,,,31,31,,Mitch Morse,OT,,,,,,,2015,,,,,,,,49,2,2008,OL,0.06
1693,90,,1977-05-21,2011,,,,1654.9,147,,,Ricky Williams,RB,,,,,2431,,1999,66,,,,4.1,,10009,,,,RB,0.0
1695,19,,1993-02-14,2016,1,,,,31,,,Jadeveon Clowney,DE,,,,,,10.5,2014,,72,,,,,,1,1,2008,DL,0.35
1696,50,,1986-03-18,2016,,,,,104,104,,Eric Wood,C,,,,,,,2009,,,,,,,,28,1,2008,OL,0.25
1697,5,,1985-10-11,2016,,,,133.9,125,,,Kellen Davis,TE,,53,,,,,2008,13,,,,,10.9,579,158,5,2008,TE,0.07
1698,2,,1985-02-11,2010,,,,,15,1,,Chris Ellis,DE,,,,,,,2008,,,,,,,,72,3,2008,DL,0.12
1699,36,,1986-09-01,2013,,,,543.1,81,,,Sidney Rice,WR,,243,,,,,2007,30,,,,,14.8,3592,44,2,2008,WR,0.31
1700,35,,1989-05-09,2016,,,,,79,77,,Clint Boling,OL,,,,,,,2011,,,,,,,,101,4,2008,OL,0.08
1702,3,,1984-12-29,2013,,,,,48,,,Darius Reynaud,WR,,,,104,,,2008,1,,,,,,2347,,,,WR,0.25
1703,5,,1986-02-06,2015,0,,,,50,,,Lawrence Sidbury,DE,,,,,,5.0,2009,,15,,,,,,125,4,2008,DL,0.5
1704,2,,1988-12-27,2014,,,,33.3,31,,,Junior Hemingway,WR,,25,,,,,2012,2,,,,,9.3,233,238,7,2008,WR,0.12
1705,0,50.0,1986-03-10,2010,,,,1.9,1,,0,Tony Pike,QB,0-0-0,,,,,,2010,0,,,,3.9,,47,204,6,2008,QB,0.38
1706,11,,1989-07-10,2013,,,,,36,,3,Colin McCarthy,LB,,,,,,,2011,1,,,,,,50,109,4,2008,LB,0.59
1707,5,,1991-04-14,2016,,,,,27,13,,Phillip Gaines,CB,,,,,,,2014,,,,,,,,87,3,2008,DB,0.35
1708,28,,1989-02-23,2016,,,,,85,,13,Chris Conte,DB,,,,,,,2011,1,,,,,,193,93,3,2008,DB,0.1
1709,8,60.7,1981-07-12,2015,,,,114.2,62,,15,Luke McCown,QB,2-8-0,,,,,,2004,9,,,,6.7,,2370,106,4,2008,QB,0.69
1710,1,,1991-09-20,2016,,,,14.0,10,,,A.J. Derby,TE,,16,,,,,2016,0,,,,,10.0,160,,,,TE,0.06
1711,80,,1983-01-12,2016,8,,,,156,,,Chad Greenway,LB,,,,,,18.0,2007,,760,,,,,,,,,LB,0.06
1712,26,,1982-10-21,2010,6,,,,97,,,Brandon Chillar,LB,,,,,,8.5,2004,,275,,,,,,130,4,2008,LB,0.38
1713,96,,1982-03-14,2016,15,,,,190,,,Daryl Smith,LB,,,,,,30.5,2004,,774,,,,,,39,2,2008,LB,0.05
1714,2,,1991-06-10,2016,,,,46.8,29,,,Bennie Fowler,WR,,27,,,,,2015,2,,,,,12.9,348,,,,WR,0.09
1715,59,,1986-04-07,2016,,,,,138,,30,Dominique Rodgers-Cromartie,DB,,,,,,,2008,6,,,,,,535,16,1,2008,DB,0.05
1716,20,,1988-10-27,2016,,,,444.0,74,,,Bilal Powell,RB,,,,,533,,2011,10,,,,4.4,,2331,126,4,2008,RB,0.09
1717,5,,1989-05-05,2015,,,,,46,7,,Jamell Fleming,CB,,,,,,,2012,,,,,,,,80,3,2008,DB,0.12
1718,80,,1979-09-02,2010,,,,1448.5,121,,,Brian Westbrook,RB,,,,,1385,,2002,41,,,,4.6,,6335,91,3,2008,RB,0.25
1719,16,,1985-08-26,2012,,,,,80,,9,Brandon McDonald,DB,,,,,,,2007,1,,,,,,225,140,5,2008,DB,0.1
1720,14,62.5,1978-03-06,2010,,,,236.0,44,,29,Sage Rosenfels,QB,6-6-0,,,,,,2002,30,,,,7.4,,4156,,,,QB,0.25
1721,7,,1986-12-15,2013,,,,170.6,22,,,Andre Brown,RB,,,,,214,,2010,11,,,,4.1,,876,,,,RB,0.5
1722,6,,1992-04-03,2016,,,,131.4,47,,,Damien Williams,RB,,65,,,87,,2014,5,,,,3.4,8.9,578,,,,RB,0.0
1723,23,,1988-03-03,2014,4,,,,73,,,Jason Worilds,DE,,,,,,25.5,2010,,129,,,,,,52,2,2008,DL,0.11
1724,18,,1993-05-23,2016,3,,,,44,,,Stephon Tuitt,DT,,,,,,11.5,2014,,80,,,,,,46,2,2008,DL,0.09
1725,9,,1979-05-15,2010,,,,205.2,110,,,Robert Royal,TE,,128,,,,,2003,14,,,,,9.9,1271,,,,TE,0.12
1726,35,,1983-06-13,2012,,,,,112,,14,Gerald Sensabaugh,DB,,,,,,,2005,0,,,,,,83,157,5,2008,DB,0.03
1727,27,,1993-08-21,2016,,,,521.8,46,,,Mike Evans,WR,,238,,,,,2014,27,,,,,15.0,3578,7,1,2008,WR,0.06
1728,36,,1988-12-01,2016,,,,,77,69,,Riley Reiff,OT,,,,,,,2012,,,,,,,,23,1,2008,OL,0.04
1729,6,,1992-07-15,2016,,,,,27,,3,Quinten Rollins,CB,,,,,,,2015,1,,,,,,48,62,2,2008,DB,0.09
1730,52,,1986-01-15,2016,,,,,127,,21,Glover Quin,DB,,,,,,,2009,1,,,,,,285,112,4,2008,DB,0.01
1731,5,,1984-06-14,2010,,,,,54,3,,Jamar Williams,LB,,,,,,,2006,,,,,,,,120,4,2008,LB,0.28
1732,36,57.9,1980-01-14,2012,,,,644.2,60,,42,Byron Leftwich,QB,24-26-0,,,,,,2003,58,,,,6.6,,10532,7,1,2008,QB,0.58
1733,7,55.3,1982-08-06,2016,,,,155.6,26,,8,Charlie Whitehurst,QB,2-7-0,,,,,,2006,11,,,,6.2,,2463,81,3,2008,QB,0.12
1734,1,,1992-03-03,2016,,,,17.5,14,,,Devin Smith,WR,,10,,,,,2015,1,,,,,13.5,135,37,2,2008,WR,0.56
1735,13,,1990-05-09,2016,,,,,66,,6,Corey White,SS,,,,,,,2012,0,,,,,,45,162,5,2008,DB,0.09
1736,44,,1986-07-04,2015,3,,,,108,,,Terrance Knighton,DT,,,,,,14.0,2009,,159,,,,,,72,3,2008,DL,0.04
1737,67,,1990-12-12,2016,,,,,92,92,,Tyron Smith,OT,,,,,,,2011,,,,,,,,9,1,2008,OL,0.06
1738,11,,1983-02-19,2012,,,,201.3,108,,,Jeff King,TE,,156,,,,,2006,12,,,,,8.5,1323,155,5,2008,TE,0.5
1739,25,,1985-08-21,2014,,,,597.4,85,,,Shonn Greene,RB,,,,,993,,2009,24,,,,4.1,,4110,65,3,2008,RB,0.09
1740,1,,1990-12-11,2015,,,,,18,,,Brandon McGee,CB,,,,,,,2013,,,,,,,,149,5,2008,DB,0.33
1741,1,,1988-02-20,2012,,,,,20,,,Kealoha Pilares,WR,,,,32,,,2011,1,,,,,,806,132,5,2008,WR,0.58
1742,4,,1993-05-04,2015,,,,113.3,11,,,Karlos Williams,RB,,,,,93,,2015,7,,,,5.6,,517,155,5,2008,RB,0.31
1743,0,,1985-11-21,2010,,,,,12,,,Michael Hamlin,DB,,,,,,,2009,,,,,,,,166,5,2008,DB,0.38
1744,5,,1990-02-24,2016,,,,114.5,61,,,Jordan Todman,RB,,,,,124,,2011,3,,,,4.3,,531,183,6,2008,RB,0.06
1745,12,,1991-11-25,2016,,,,187.4,39,,,Marqise Lee,WR,,115,,,,,2014,5,,,,,12.7,1464,39,2,2008,WR,0.19
1746,7,,1993-06-14,2016,3,,,,30,,,Frank Clark,DE,,,,,,13.0,2015,,40,,,,,,63,2,2008,DL,0.06
1747,10,,1981-04-19,2010,,,,,76,,,Keiwan Ratliff,DB,,,88,,,,2004,0,,,,,,629,49,2,2008,DB,0.0
1748,35,,1990-02-24,2016,0,,,,69,,,Derek Wolfe,DT,,,,,,22.5,2012,,137,,,,,,36,2,2008,DL,0.09
1749,27,,1988-09-06,2016,9,,,,82,,,Sam Acho,OLB,,,,,,14.0,2011,,139,,,,,,103,4,2008,LB,0.22
1750,5,,1991-05-09,2016,1,,,,47,,,Tourek Williams,DE,,,,,,2.0,2013,,34,,,,,,179,6,2008,DL,0.27
1751,25,,1989-01-27,2016,,,,424.8,62,,,Stevan Ridley,RB,,,,,688,,2011,22,,,,4.2,,2914,73,3,2008,RB,0.28
1752,59,,1983-09-01,2014,4,,,,147,,,Mike Patterson,DT,,,,,,16.5,2005,,288,,,,,,31,1,2008,DL,0.2
1753,0,,1991-06-21,2013,,,,,2,,,Jawanza Starling,SS,,,,,,,2013,,,,,,,,,,,DB,0.19
1754,1,,1984-12-25,2011,,,,,15,2,,Thomas Williams,LB,,,,,,,2008,,,,,,,,155,5,2008,LB,0.5
1755,6,,1992-04-23,2016,,,,,19,16,,Greg Mancz,C,,,,,,,2015,,,,,,,,,,,OL,0.56
1756,17,,1984-01-11,2012,,,,335.9,74,,,Kevin Boss,TE,,150,,,,,2007,22,,,,,13.6,2033,153,5,2008,TE,0.28
1758,3,,1988-07-17,2016,,,,50.2,71,,,Luke Stocker,TE,,49,,,,,2011,2,,,,,7.8,382,104,4,2008,TE,0.3
1759,48,,1987-03-26,2016,,,,,95,,12,DeAndre Levy,LB,,,,,,,2009,2,,,,,,141,76,3,2008,LB,0.31
1760,8,,1993-01-17,2016,2,,,,34,,,Jeremiah Attaochu,OLB,,,,,,10.0,2014,,57,,,,,,50,2,2008,LB,0.25
1761,7,,1984-09-16,2012,1,,,,22,,,Marcus Dixon,DE,,,,,,2.5,2010,,15,,,,,,,,,DL,0.0
1762,4,,1992-02-11,2016,,,,,30,4,,Max Bullough,ILB,,,,,,,2014,,,,,,,,,,,LB,0.16
1763,118,,1980-10-03,2016,,,,1880.6,202,,,Anquan Boldin,WR,,1076,,,,,2003,82,,,,,12.8,13779,54,2,2008,WR,0.06
1764,35,,1987-07-16,2014,,,,708.5,63,,,Knowshon Moreno,RB,,,,,876,,2009,27,,,,4.1,,3616,12,1,2008,RB,0.25
1765,3,,1991-11-11,2014,,,,,27,,,Ace Sanders,WR,,,57,,,,2013,0,,,,,,367,101,4,2008,WR,0.03
1766,20,,1984-10-19,2011,,,,,74,,12,Jarrad Page,DB,,,,,,,2006,0,,,,,,69,228,7,2008,DB,0.4
1768,55,,1987-01-20,2016,,,,,114,,7,Rey Maualuga,LB,,,,,,,2009,0,,,,,,102,38,2,2008,LB,0.11
1769,56,,1982-08-02,2012,,,,,118,,23,Kerry Rhodes,DB,,,,,,,2005,0,,,,,,402,123,4,2008,DB,0.16
1770,43,,1991-09-30,2016,,,,,62,62,,David Bakhtiari,OT,,,,,,,2013,,,,,,,,109,4,2008,OL,0.04
1771,2,,1990-11-04,2016,,,,,19,,,Chris Davis,CB,,,,25,,,2014,0,,,,,,605,,,,DB,0.44
1772,11,,1992-02-16,2015,,,,,32,,6,Kyle Fuller,CB,,,,,,,2014,0,,,,,,105,14,1,2008,DB,0.5
1773,14,,1983-07-05,2012,,,,,98,,15,Jason Allen,DB,,,,,,,2006,0,,,,,,76,16,1,2008,DB,0.19
1774,26,,1989-07-02,2016,,,,,80,59,,Ben Jones,C,,,,,,,2012,,,,,,,,99,4,2008,OL,0.0
1775,30,,1985-01-06,2015,,,,,117,,11,Tarell Brown,DB,,,,,,,2007,1,,,,,,147,147,5,2008,DB,0.19
1776,49,,1977-05-09,2010,9,,,,168,,,Danny Clark,LB,,,,,,7.0,2000,,492,,,,,,245,7,2008,LB,0.06
1777,1,,1985-02-13,2012,,,,36.6,74,,,Owen Schmitt,RB,,34,,,,,2008,2,,,,,6.4,218,163,5,2008,RB,0.0
1778,1,,1989-11-17,2013,,,,,12,3,,Delano Howell,DB,,,,,,,2012,,,,,,,,,,,DB,0.5
1779,2,,1987-03-22,2013,,,,,36,,,David Reed,WR,,,,63,,,2010,1,,,,,,1740,156,5,2008,WR,0.31
1782,3,,1984-03-06,2011,,,,,40,,,Prescott Burgess,LB,,,,,,,2007,,,,,,,,207,6,2008,LB,0.19
1783,56,,1986-07-31,2016,8,,,,103,,,Brian Orakpo,LB,,,,,,57.5,2009,,247,,,,,,13,1,2008,LB,0.17
1784,6,,1992-09-29,2016,,,,111.3,25,,,Austin Seferian-Jenkins,TE,,55,,,,,2014,7,,,,,13.0,713,38,2,2008,TE,0.38
1785,6,,1992-04-25,2016,,,,,19,12,,Cedric Ogbuehi,OT,,,,,,,2015,,,,,,,,21,1,2008,OL,0.38
1786,36,,1988-12-13,2016,,,,,110,,15,Alterraun Verner,DB,,,,,,,2010,1,,,,,,210,104,4,2008,DB,0.03
1787,12,,1994-08-03,2016,,,,342.6,29,,,Todd Gurley,RB,,,,,507,,2015,16,,,,3.9,,1991,10,1,2008,RB,0.19
1788,7,,1992-08-23,2016,,,,,29,17,,Cameron Erving,OT,,,,,,,2015,,,,,,,,19,1,2008,OL,0.09
1789,8,,1991-10-02,2016,1,,,,32,,,Aaron Colvin,CB,,,,,,5.0,2014,,101,,,,,,114,4,2008,DB,0.25
1790,5,,1993-01-05,2016,1,,,,18,,,Nate Orchard,OLB,,,,,,3.0,2015,,26,,,,,,51,2,2008,LB,0.06
1791,1,,1990-07-09,2016,,,,,24,,,Shayne Skov,ILB,,,,,,,2015,,,,,,,,,,,LB,0.31
1792,0,,1987-03-31,2011,,,,8.4,27,,,Brody Eldridge,C,,14,,,,,2010,0,,,,,6.0,84,162,5,2008,OL,0.12
1793,7,,1983-04-05,2010,,,,,58,7,,Gerris Wilkinson,LB,,,,,,,2006,,,,,,,,96,3,2008,LB,0.34
1794,15,,1992-07-02,2016,,,,,44,,2,Calvin Pryor,FS,,,,,,,2014,0,,,,,,47,18,1,2008,DB,0.09
1795,7,,1984-09-22,2015,,,,121.9,95,,,James Casey,TE,,72,,,,,2009,6,,,,,11.7,842,152,5,2008,TE,0.04
1796,150,65.1,1983-12-02,2016,,,,2887.2,142,,72,Aaron Rodgers,QB,90-45-0,,,,,,2005,297,,,,7.9,,36827,24,1,2008,QB,0.07
1797,68,,1981-08-14,2014,11,,,,184,,,Jarret Johnson,DE,,,,,,25.5,2003,,349,,,,,,109,4,2008,DL,0.06
1798,1,,1993-03-29,2016,,,,,11,,,JaCorey Shepherd,CB,,,,21,,,2016,0,,,,,,456,,,,DB,1.0
1799,3,,1989-01-03,2012,,,,,32,,,Christian Ballard,DL,,,,2,,,2011,0,,,,,,12,106,4,2008,DL,0.0
1801,8,,1992-08-29,2016,,,,,25,,6,Damarious Randall,FS,,,,,,,2015,1,,,,,,138,30,1,2008,DB,0.12
1802,17,,1986-06-04,2016,2,,,,90,,,Albert McClellan,DE,,,,,,3.0,2011,,98,,,,,,,,,DL,0.09
1803,2,,1991-04-13,2016,,,,45.2,23,,,Mike James,RB,,,,,83,,2013,0,,,,4.2,,351,189,6,2008,RB,0.25
1804,10,,1984-10-19,2014,5,,,,88,,,Antwan Barnes,LB,,,,,,25.5,2007,,105,,,,,,134,4,2008,LB,0.22
1805,23,59.6,1983-04-21,2015,,,,457.9,59,,35,Tarvaris Jackson,QB,17-17-0,,,,,,2006,39,,,,6.8,,7263,64,2,2008,QB,0.11
1806,1,,1985-01-21,2011,,,,6.9,21,,,Dan Gronkowski,TE,,9,,,,,2009,0,,,,,7.7,69,255,7,2008,TE,0.16
1807,2,,1987-11-21,2016,,,,48.3,75,,,Lee Smith,TE,,38,,,,,2011,4,,,,,6.4,243,159,5,2008,TE,0.21
1808,57,,1984-09-21,2015,,,,981.4,125,,,Dwayne Bowe,WR,,537,,,,,2007,44,,,,,13.4,7208,23,1,2008,WR,0.06
1809,19,,1985-06-23,2013,0,,,,64,,,Fili Moala,DT,,,,,,3.5,2009,,48,,,,,,56,2,2008,DL,0.29
1810,67,,1979-06-19,2013,,,,,183,,21,Quentin Jammer,DB,,,,,,,2002,1,,,,,,210,5,1,2008,DB,0.02
1811,0,,1990-03-12,2014,,,,,6,,,Josh Kaddu,LB,,,,,,,2012,,,,,,,,155,5,2008,LB,0.12
1812,8,,1989-07-26,2014,,,,134.6,38,,,Jonathan Dwyer,RB,,,,,246,,2010,3,,,,4.2,,1022,188,6,2008,RB,0.59
1813,81,,1979-10-12,2012,,,,,181,,27,Adrian Wilson,DB,,,,,,,2001,2,,,,,,508,64,3,2008,DB,0.27
1814,19,,1992-11-19,2016,1,,,,30,,,Benardrick McKinney,ILB,,,,,,6.0,2015,,114,,,,,,43,2,2008,LB,0.12
1815,16,,1989-02-03,2016,,,,335.6,53,,,Andre Ellington,RB,,,,,398,,2013,9,,,,4.3,,1697,187,6,2008,RB,0.23
1816,7,,1994-01-20,2016,1,,,,32,,,Eli Harold,OLB,,,,,,3.0,2015,,31,,,,,,79,3,2008,LB,0.0
1817,3,,1989-07-11,2016,,,,,33,,,Devon Still,DT,,,,,,,2012,,,,,,,,53,2,2008,DL,0.4
1818,14,,1990-06-17,2016,,,,,80,,3,Justin Bethel,CB,,,,,,,2012,2,,,,,,87,177,6,2008,DB,0.0
1819,29,58.8,1992-04-28,2016,,,,754.4,46,,51,Blake Bortles,QB,11-34-0,,,,,,2014,69,,,,6.6,,11241,3,1,2008,QB,0.0
1820,1,,1990-05-14,2013,,,,,10,1,,Zeke Motta,SS,,,,,,,2013,,,,,,,,244,7,2008,DB,0.56
1821,5,,1992-10-03,2016,,,,,25,,2,Eric Rowe,CB,,,,,,,2015,0,,,,,,0,47,2,2008,DB,0.09
1822,10,,1982-07-12,2010,,,,147.4,80,,,Jason Wright,RB,,,,,168,,2004,2,,,,3.8,,633,,,,RB,0.03
1823,19,,1985-11-11,2013,,,,285.9,49,,,Austin Collie,WR,,179,,,,,2009,16,,,,,10.7,1908,127,4,2008,WR,0.28
1824,29,,1985-09-12,2015,3,,,,114,,,Kroy Biermann,LB,,,,,,23.5,2008,,184,,,,,,154,5,2008,LB,0.22
1826,18,,1991-01-01,2016,,,,,58,,6,Darius Slay,CB,,,,,,,2013,0,,,,,,66,36,2,2008,DB,0.08
1827,8,,1987-07-02,2016,,,,163.0,98,,,Clay Harbor,TE,,114,,,,,2010,8,,,,,10.3,1170,125,4,2008,TE,0.08
1828,32,,1985-05-18,2015,,,,,76,,16,William Moore,DB,,,,,,,2009,0,,,,,,274,55,2,2008,DB,0.31
1829,29,,1981-03-14,2014,,,,,124,,14,George Wilson,SS,,,,,,,2005,1,,,,,,139,,,,DB,0.06
1831,28,,1988-04-03,2016,13,,,,96,,,Brandon Graham,DE,,,,,,29.0,2010,,179,,,,,,13,1,2008,DL,0.19
1832,48,,1988-05-28,2016,,,,651.3,75,,,Percy Harvin,WR,,353,,,,,2009,22,,,,,11.4,4026,22,1,2008,WR,0.34
1833,0,,1993-09-27,2016,,,,,15,,,Vinnie Sunseri,SS,,,,,,,2014,,,,,,,,167,5,2008,DB,0.44
1834,6,,1988-05-11,2014,0,,,,39,,,Jonathan Massaquoi,DE,,,,,,6.0,2012,,45,,,,,,164,5,2008,DL,0.0
1835,0,,1986-09-01,2011,,,,,11,,,Antonio Coleman,DE,,,,,,,2010,,,,,,,,,,,DL,0.38
1836,0,,1989-07-04,2013,,,,,5,,,Marvin McNutt,WR,,,,,,,2012,,,,,,,,194,6,2008,WR,0.06
1837,45,,1982-12-24,2013,8,,,,136,,,Kevin Burnett,LB,,,,,,20.0,2005,,491,,,,,,42,2,2008,LB,0.06
1838,74,,1984-04-15,2016,,,,,162,,,Antonio Cromartie,DB,,,,60,,,2006,0,,,,,,1436,19,1,2008,DB,0.02
1839,1,,1986-01-01,2010,,,,12.5,9,,,James Davis,RB,,,,,28,,2009,0,,,,2.7,,75,195,6,2008,RB,0.47
1840,16,,1992-03-12,2016,3,,,,53,,,Jelani Jenkins,OLB,,,,,,3.5,2013,,163,,,,,,104,4,2008,LB,0.16
1841,13,,1979-03-13,2011,,,,247.2,120,,,David Martin,TE,,159,,,,,2001,15,,,,,9.8,1562,198,6,2008,TE,1.0
1842,46,,1988-08-09,2016,,,,,89,89,,Anthony Castonzo,OL,,,,,,,2011,,,,,,,,22,1,2008,OL,0.15
1843,4,,1991-11-07,2016,,,,,35,,,Justin Gilbert,CB,,,,15,,,2014,0,,,,,,408,8,1,2008,DB,0.15
1844,7,,1991-03-26,2016,1,,,,37,,,Kyle Van Noy,OLB,,,,,,2.0,2014,,41,,,,,,40,2,2008,LB,0.5
1845,0,,1985-01-02,2011,,,,1.9,12,,,Anthony Hill,TE,,3,,,,,2009,0,,,,,6.3,19,122,4,2008,TE,0.53
1846,0,,1989-07-26,2013,,,,8.0,17,,,Ryan Whalen,WR,,11,,,,,2011,0,,,,,7.3,80,167,6,2008,WR,0.06
1847,157,,1979-06-23,2011,,,,2821.3,170,,,LaDainian Tomlinson,RB,,,,,3174,,2001,145,,,,4.3,,13684,5,1,2008,RB,0.12
1848,17,,1990-12-31,2016,,,,,63,,,Micah Hyde,CB,,,76,,,,2013,3,,,,,,738,159,5,2008,DB,0.02
1849,11,,1991-01-01,2016,,,,,40,25,,Xavier Su'a-Filo,OG,,,,,,,2014,,,,,,,,33,2,2008,OL,0.19
1850,1,60.3,1991-07-16,2015,,,,113.1,14,,14,Zach Mettenberger,QB,0-10-0,,,,,,2014,12,,,,6.8,,2347,178,6,2008,QB,0.19
1851,58,,1977-01-10,2012,16,,,,172,,,Clark Haggans,LB,,,,,,46.5,2000,,355,,,,,,137,5,2008,LB,0.06
1852,14,,1989-07-10,2016,,,,,72,,6,Davon House,DB,,,,,,,2011,0,,,,,,32,131,4,2008,DB,0.22
1853,5,,1985-01-03,2012,,,,110.0,48,,,Evan Moore,WR,,63,,,,,2009,5,,,,,12.9,810,,,,WR,0.1
1854,7,,1987-12-07,2016,,,,182.0,57,,,Shaun Draughn,RB,,,,,225,,2011,7,,,,3.2,,723,,,,RB,0.05
1855,29,,1989-08-21,2016,3,,,,79,,,Jared Crick,DT,,,,,,8.5,2012,,113,,,,,,126,4,2008,DL,0.0
1856,26,,1986-02-04,2015,1,,,,76,,,Nick Hayden,DT,,,,,,2.0,2008,,116,,,,,,181,6,2008,DL,0.02
1857,23,,1988-04-24,2016,0,,,,75,,,Jarvis Jenkins,DL,,,,,,6.0,2012,,75,,,,,,,,,DL,0.27
1858,11,,1984-10-04,2016,,,,218.7,58,,,Zach Miller,TE,,126,,,,,2009,13,,,,,11.1,1395,180,6,2008,TE,0.36
1860,21,,1983-07-29,2011,,,,351.8,66,,,Jerious Norwood,RB,,,,,399,,2006,7,,,,5.2,,2056,79,3,2008,RB,0.5
1861,16,,1991-02-08,2016,1,,,,42,,,Alex Okafor,DE,,,,,,13.5,2013,,64,,,,,,103,4,2008,DL,0.31
1862,3,,1987-12-18,2011,,,,,38,,2,Bruce Johnson,DB,,,,,,,2009,1,,,,,,83,,,,DB,0.78
1863,8,,1992-07-28,2016,,,,,26,19,,Stephone Anthony,ILB,,,,,,,2015,,,,,,,,31,1,2008,LB,0.16
1864,2,,1991-08-22,2015,,,,,26,,,Bruce Ellington,WR,,,,50,,,2014,0,,,,,,1279,106,4,2008,WR,0.46
1865,10,54.6,1983-06-06,2016,,,,210.9,56,,20,Kellen Clemens,QB,8-13-0,,,,,,2006,16,,,,6.4,,4017,49,2,2008,QB,0.09
1866,2,,1991-02-03,2016,,,,79.3,62,,,Gavin Escobar,TE,,30,,,,,2013,8,,,,,11.1,333,47,2,2008,TE,0.04
1868,47,,1987-03-16,2016,,,,751.3,103,,,Emmanuel Sanders,WR,,417,,,,,2010,31,,,,,13.4,5601,82,3,2008,WR,0.09
1869,0,,1992-06-02,2014,,,,11.8,8,,,Robert Herron,WR,,6,,,,,2014,1,,,,,9.7,58,185,6,2008,WR,0.06
1870,86,,1986-09-01,2016,8,,,,138,,,Calais Campbell,DE,,,,,,56.5,2008,,373,,,,,,50,2,2008,DL,0.06
